_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,1899,drug_info,drug_info,1899,http://www.goodrx.com/cyclobenzaprine,cyclobenzaprine,,(Flexeril),Muscle Relaxants,generic,90 tablets of cyclobenzaprine 10mg
,1900,drug_info,drug_info,1900,http://www.goodrx.com/protriptyline,protriptyline,,(Vivactil),Tricyclic Antidepressants,generic,30 tablets of protriptyline 10mg
,1901,drug_info,drug_info,1901,http://www.goodrx.com/trental,Trental,,(pentoxifylline),Blood Viscosity Reducers,generic,90 tablets of pentoxifylline 400mg
,1902,drug_info,drug_info,1902,http://www.goodrx.com/eskalith,,,(lithium),Mood Stabilizers,generic,90 capsules of lithium 300mg
,1903,drug_info,drug_info,1903,http://www.goodrx.com/pletal,Pletal,,(cilostazol),PDE3 Inhibitors,generic,60 tablets of cilostazol 100mg
,1904,drug_info,drug_info,1904,http://www.goodrx.com/vasodilan,,,(isoxsuprine),Beta Agonists,generic,90 tablets of isoxsuprine 10mg
,1905,drug_info,drug_info,1905,http://www.goodrx.com/norpramin,Norpramin,,(desipramine),Tricyclic Antidepressants,generic,30 tablets of desipramine 25mg
,1906,drug_info,drug_info,1906,http://www.goodrx.com/surmontil,Surmontil,,(trimipramine),Tricyclic Antidepressants,brand,30 capsules of Surmontil 50mg
,1907,drug_info,drug_info,1907,http://www.goodrx.com/fexmid,Fexmid,,,Muscle Relaxants,brand,30 tablets of Fexmid 7.5mg
,1908,drug_info,drug_info,1908,http://www.goodrx.com/norflex,,,(orphenadrine ER),Muscle Relaxants,generic,60 tablets of orphenadrine ER 100mg
,1909,drug_info,drug_info,1909,http://www.goodrx.com/amrix,Amrix,,,Muscle Relaxants,brand,30 capsules of Amrix 15mg
,1910,drug_info,drug_info,1910,http://www.goodrx.com/flexeril,,,(cyclobenzaprine),Muscle Relaxants,generic,90 tablets of cyclobenzaprine 10mg
,1911,drug_info,drug_info,1911,http://www.goodrx.com/soma,Soma,,(carisoprodol),Muscle Relaxants,generic,90 tablets of carisoprodol 350mg
,1912,drug_info,drug_info,1912,http://www.goodrx.com/norgesic,,,(orphenadrine / aspirin / caffeine),Muscle Relaxant / NSAID Combinations,generic,42 tablets of orphenadrine / aspirin / caffeine 25mg/385mg/30mg
,1913,drug_info,drug_info,1913,http://www.goodrx.com/robaxin,Robaxin,,(methocarbamol),Muscle Relaxants,generic,90 tablets of methocarbamol 750mg
,1914,drug_info,drug_info,1914,http://www.goodrx.com/lorzone,Lorzone,,,Muscle Relaxants,brand,90 tablets of Lorzone 750mg
,1915,drug_info,drug_info,1915,http://www.goodrx.com/skelaxin,Skelaxin,,(metaxalone),Muscle Relaxants,generic,30 tablets of metaxalone 800mg
,1916,drug_info,drug_info,1916,http://www.goodrx.com/pentoxifylline,pentoxifylline,,(Trental),Blood Viscosity Reducers,generic,90 tablets of pentoxifylline 400mg
,1917,drug_info,drug_info,1917,http://www.goodrx.com/vivactil,Vivactil,,(protriptyline),Tricyclic Antidepressants,generic,30 tablets of protriptyline 10mg
,1918,drug_info,drug_info,1918,http://www.goodrx.com/verelan,Verelan,,(verapamil ER),Calcium Channel Blockers,generic,30 capsules of verapamil ER 240mg
,1919,drug_info,drug_info,1919,http://www.goodrx.com/sular,Sular,,(nisoldipine),Calcium Channel Blockers,generic,30 tablets of nisoldipine 17mg
,1920,drug_info,drug_info,1920,http://www.goodrx.com/plendil,,,(felodipine),Calcium Channel Blockers,generic,30 tablets of felodipine 10mg
,1921,drug_info,drug_info,1921,http://www.goodrx.com/isoxsuprine,isoxsuprine,,(Vasodilan),Beta Agonists,generic,90 tablets of isoxsuprine 10mg
,1922,drug_info,drug_info,1922,http://www.goodrx.com/cardene,,,(nicardipine),Calcium Channel Blockers,generic,90 capsules of nicardipine 20mg
,1923,drug_info,drug_info,1923,http://www.goodrx.com/dynacirc,,,(isradipine),Calcium Channel Blockers,generic,60 capsules of isradipine 5mg
,1924,drug_info,drug_info,1924,http://www.goodrx.com/carisoprodol,carisoprodol,,(Soma),Muscle Relaxants,generic,90 tablets of carisoprodol 350mg
,1925,drug_info,drug_info,1925,http://www.goodrx.com/methocarbamol,methocarbamol,,(Robaxin),Muscle Relaxants,generic,90 tablets of methocarbamol 750mg
,1926,drug_info,drug_info,1926,http://www.goodrx.com/chlorzoxazone,chlorzoxazone,,(Parafon Forte Dsc Strifon Forte Dsc),Muscle Relaxants,generic,90 tablets of chlorzoxazone 500mg
,1927,drug_info,drug_info,1927,http://www.goodrx.com/metaxalone,metaxalone,,(Skelaxin),Muscle Relaxants,generic,30 tablets of metaxalone 800mg
,1928,drug_info,drug_info,1928,http://www.goodrx.com/nisoldipine,nisoldipine,,(Sular),Calcium Channel Blockers,generic,30 tablets of nisoldipine 17mg
,1929,drug_info,drug_info,1929,http://www.goodrx.com/felodipine,felodipine,,(Plendil),Calcium Channel Blockers,generic,30 tablets of felodipine 10mg
,1930,drug_info,drug_info,1930,http://www.goodrx.com/nicardipine,nicardipine,,(Cardene),Calcium Channel Blockers,generic,90 capsules of nicardipine 20mg
,1931,drug_info,drug_info,1931,http://www.goodrx.com/isradipine,isradipine,,(Dynacirc),Calcium Channel Blockers,generic,60 capsules of isradipine 5mg
,1932,drug_info,drug_info,1932,http://www.goodrx.com/urecholine,Urecholine,,(bethanechol),Muscarinic Agonists,generic,90 tablets of bethanechol 25mg
,1933,drug_info,drug_info,1933,http://www.goodrx.com/accolate,Accolate,,(zafirlukast),Leukotriene Receptor Antagonists,generic,60 tablets of zafirlukast 20mg
,1934,drug_info,drug_info,1934,http://www.goodrx.com/bystolic,Bystolic,,(nebivolol),Beta Blockers,brand,30 tablets of Bystolic 10mg
,1935,drug_info,drug_info,1935,http://www.goodrx.com/zafirlukast,zafirlukast,,(Accolate),Leukotriene Receptor Antagonists,generic,60 tablets of zafirlukast 20mg
,1936,drug_info,drug_info,1936,http://www.goodrx.com/vimovo,Vimovo,,(naproxen and esomeprazole),NSAID / Proton Pump Inhibitor Combinations,brand,60 tablets of Vimovo 500mg/20mg
,1937,drug_info,drug_info,1937,http://www.goodrx.com/bethanechol,bethanechol,,(Duvoid Urecholine),Muscarinic Agonists,generic,90 tablets of bethanechol 25mg
,1938,drug_info,drug_info,1938,http://www.goodrx.com/duvoid,,,(bethanechol),Muscarinic Agonists,generic,90 tablets of bethanechol 25mg
,1939,drug_info,drug_info,1939,http://www.goodrx.com/aggrenox,Aggrenox,,(aspirin / dipyridamole ER),Antiplatelet / NSAID Combinations,generic,1 dose pack
,1940,drug_info,drug_info,1940,http://www.goodrx.com/minoxidil,minoxidil,,(Minodyl Loniten),Arteriolar Vasodilators,generic,60 tablets of minoxidil 2.5mg
,1941,drug_info,drug_info,1941,http://www.goodrx.com/xeljanz,Xeljanz,,(tofacitinib),Kinase Inhibitors,brand,60 tablets of Xeljanz 5mg
,1942,drug_info,drug_info,1942,http://www.goodrx.com/stelara,Stelara,,(ustekinumab),Interleukin Antagonists,brand,1 syringe
,1943,drug_info,drug_info,1943,http://www.goodrx.com/jentadueto,Jentadueto,,(metformin and linagliptin),Gliptin / Biguanide Combinations,brand,60 tablets of Jentadueto 2.5mg/1000mg
,1944,drug_info,drug_info,1944,http://www.goodrx.com/kazano,Kazano,,(alogliptin and metformin),Gliptin / Biguanide Combinations,brand,60 tablets of Kazano 12.5mg/1000mg
,1945,drug_info,drug_info,1945,http://www.goodrx.com/oseni,Oseni,,(alogliptin and pioglitazone),Gliptin / Glitazone Combinations,brand,30 tablets of Oseni 25mg/30mg
,1946,drug_info,drug_info,1946,http://www.goodrx.com/arthrotec,Arthrotec,,(diclofenac sodium/misoprostol),NSAID / Prostaglandin Combinations,,60 tablets of diclofenac sodium/misoprostol 75mg/200mcg
,1947,drug_info,drug_info,1947,http://www.goodrx.com/liptruzet,Liptruzet,,(ezetimibe and atorvastatin),Cholesterol Absorption Inhibitor / Statin Combinations,brand,30 tablets of Liptruzet 10mg/10mg
,1948,drug_info,drug_info,1948,http://www.goodrx.com/genotropin,Genotropin,,,Recombinant Human Growth Hormones,brand,4 packages
,1949,drug_info,drug_info,1949,http://www.goodrx.com/saizen,Saizen,,,Recombinant Human Growth Hormones,brand,1 vial of Saizen 8.8mg
,1950,drug_info,drug_info,1950,http://www.goodrx.com/oleptro,Oleptro,,,Atypical Antidepressants,brand,30 tablets of Oleptro 150mg
,1951,drug_info,drug_info,1951,http://www.goodrx.com/omnitrope,Omnitrope,,,Recombinant Human Growth Hormones,brand,1 cartridge
,1952,drug_info,drug_info,1952,http://www.goodrx.com/suboxone-tablet,,,(buprenorphine / naloxone),Opioid Agonist/Antagonists,generic,60 sublingual tablets of buprenorphine / naloxone 8mg/2mg
,1953,drug_info,drug_info,1953,http://www.goodrx.com/nutropin,,,,,brand,1 kit
,1954,drug_info,drug_info,1954,http://www.goodrx.com/dymista,Dymista,,(azelastine and fluticasone),Antihistamine / Corticosteroid Combinations,,1 nasal spray
,1955,drug_info,drug_info,1955,http://www.goodrx.com/acarbose,acarbose,,(Precose),Alpha Glucosidase Inhibitors,generic,90 tablets of acarbose 25mg
,1956,drug_info,drug_info,1956,http://www.goodrx.com/precose,Precose,,(acarbose),Alpha Glucosidase Inhibitors,generic,90 tablets of acarbose 25mg
,1957,drug_info,drug_info,1957,http://www.goodrx.com/edarbyclor,Edarbyclor,,(azilsartan and chlorthalidone),ARB / Thiazide-Like Diuretic Combinations,brand,30 tablets of Edarbyclor 40mg/25mg
,1958,drug_info,drug_info,1958,http://www.goodrx.com/glyset,Glyset,,(miglitol),Alpha Glucosidase Inhibitors,brand,90 tablets of Glyset 25mg
,1959,drug_info,drug_info,1959,http://www.goodrx.com/zomacton,Zomacton,,,Recombinant Human Growth Hormones,brand,1 vial of Zomacton 5mg
,1960,drug_info,drug_info,1960,http://www.goodrx.com/humatrope,Humatrope,,,Recombinant Human Growth Hormones,brand,1 kit
,1961,drug_info,drug_info,1961,http://www.goodrx.com/diabinese,,,(chlorpropamide),Sulfonylureas,generic,60 tablets of chlorpropamide 250mg
,1962,drug_info,drug_info,1962,http://www.goodrx.com/zubsolv,Zubsolv,,,Opioid Agonist/Antagonists,brand,60 sublingual tablets of Zubsolv 5.7mg/1.4mg
,1963,drug_info,drug_info,1963,http://www.goodrx.com/bunavail,Bunavail,,,Opioid Agonist/Antagonists,brand,28 buccal films of Bunavail 4.2mg/0.7mg
,1964,drug_info,drug_info,1964,http://www.goodrx.com/norditropin,Norditropin,,,Recombinant Human Growth Hormones,brand,1 flexpro
,1965,drug_info,drug_info,1965,http://www.goodrx.com/sotret,myorisan,claravis,(Accutane),Retinoids,generic,60 capsules of claravis 40mg
,1966,drug_info,drug_info,1966,http://www.goodrx.com/hycet,Hycet,,(hydrocodone / acetaminophen),Opioid / Acetaminophen Combinations,,120 ml 7.5mg/325mg/15ml of hydrocodone / acetaminophen oral solution
,1967,drug_info,drug_info,1967,http://www.goodrx.com/vicoprofen,Vicoprofen,,(hydrocodone / ibuprofen),Opioid / NSAID Combinations,generic,120 tablets of hydrocodone / ibuprofen 7.5mg/200mg
,1968,drug_info,drug_info,1968,http://www.goodrx.com/orencia,Orencia,,(abatacept),CTLA-4 Agonists,,1 carton
,1969,drug_info,drug_info,1969,http://www.goodrx.com/buproban,buproban,bupropion (Zyban),(Zyban),Atypical Antidepressants,generic,60 tablets of buproban 150mg
,1970,drug_info,drug_info,1970,http://www.goodrx.com/nicotine,nicotine,,,Nicotine Agonists,,
,1971,drug_info,drug_info,1971,http://www.goodrx.com/dicloxacillin,dicloxacillin,,(Pathocil Dycill Dynapen),Penicillin Antibiotics,generic,40 capsules of dicloxacillin 500mg
,1972,drug_info,drug_info,1972,http://www.goodrx.com/zyban,Zyban,,(bupropion (Zyban) buproban),Atypical Antidepressants,generic,60 tablets of bupropion
,1973,drug_info,drug_info,1973,http://www.goodrx.com/chantix,Chantix,,(varenicline),Nicotine Agonists,,1 box
,1974,drug_info,drug_info,1974,http://www.goodrx.com/cycloserine,,,(Seromycin),Antimycobacterials,brand,5 capsules of Seromycin 250mg
,1975,drug_info,drug_info,1975,http://www.goodrx.com/nitropress,Nitropress,,(sodium nitroprusside),Arteriolar Vasodilators,,1 vial
,1976,drug_info,drug_info,1976,http://www.goodrx.com/nicorette,Nicorette,,,Nicotine Agonists,,
,1977,drug_info,drug_info,1977,http://www.goodrx.com/nicotrol,Nicotrol,,,Nicotine Agonists,,1 inhaler 10mg/cartridge of Nicotrol
,1978,drug_info,drug_info,1978,http://www.goodrx.com/flulaval,Flulaval,,,,brand,1 dose of Flulaval 0.5ml
,1979,drug_info,drug_info,1979,http://www.goodrx.com/juxtapid,Juxtapid,,(lomitapide),MTP Inhibitors,brand,30 capsules of Juxtapid 5mg
,1980,drug_info,drug_info,1980,http://www.goodrx.com/vaseretic,Vaseretic,,(enalapril / HCTZ),ACE Inhibitor / Thiazide Diuretic Combinations,generic,30 tablets of enalapril / HCTZ 10mg/25mg
,1981,drug_info,drug_info,1981,http://www.goodrx.com/twynsta,Twynsta,,(telmisartan / amlodipine),Calcium Channel Blocker / ARB Combinations,generic,30 tablets of telmisartan / amlodipine 80mg/10mg
,1982,drug_info,drug_info,1982,http://www.goodrx.com/avalide,Avalide,,(irbesartan / HCTZ),ARB / Thiazide Diuretic Combinations,generic,30 tablets of irbesartan / HCTZ 150mg/12.5mg
,1983,drug_info,drug_info,1983,http://www.goodrx.com/rabeprazole-dr,rabeprazole DR,,(Aciphex),Proton Pump Inhibitors,generic,30 tablets of rabeprazole DR 20mg
,1984,drug_info,drug_info,1984,http://www.goodrx.com/exforge,Exforge,,(amlodipine / valsartan),Calcium Channel Blocker / ARB Combinations,generic,30 tablets of amlodipine / valsartan 10mg/320mg
,1985,drug_info,drug_info,1985,http://www.goodrx.com/zuplenz,Zuplenz,,,Serotonin Antagonists,brand,5 films of Zuplenz 4mg
,1986,drug_info,drug_info,1986,http://www.goodrx.com/lovaza,Lovaza,,(omega-3-acid ethyl esters),Omega-3 Fatty Acids,,120 capsules of omega-3-acid ethyl esters 1g
,1987,drug_info,drug_info,1987,http://www.goodrx.com/vascepa,Vascepa,,(icosapent ethyl),Omega-3 Fatty Acids,,120 capsules of Vascepa 1g
,1988,drug_info,drug_info,1988,http://www.goodrx.com/zerit,Zerit,,(stavudine),HIV NRTIs,generic,60 capsules of stavudine 40mg
,1989,drug_info,drug_info,1989,http://www.goodrx.com/videx,Videx,,(didanosine),HIV NRTIs,generic,30 capsules of didanosine 250mg
,1990,drug_info,drug_info,1990,http://www.goodrx.com/stavudine,stavudine,,(Zerit),HIV NRTIs,generic,60 capsules of stavudine 40mg
,1991,drug_info,drug_info,1991,http://www.goodrx.com/didanosine,didanosine,,(Videx),HIV NRTIs,generic,30 capsules of didanosine 250mg
,1992,drug_info,drug_info,1992,http://www.goodrx.com/trizivir,Trizivir,,(abacavir / lamivudine / zidovudine),HIV NRTIs,generic,60 tablets of abacavir / lamivudine / zidovudine 300mg/150mg/300mg
,1993,drug_info,drug_info,1993,http://www.goodrx.com/emtriva,Emtriva,,(emtricitabine),HIV NRTIs,brand,30 capsules of Emtriva 200mg
,1994,drug_info,drug_info,1994,http://www.goodrx.com/omtryg,Omtryg,,,Omega-3 Fatty Acids,,30 capsules of Omtryg 1.2g
,1995,drug_info,drug_info,1995,http://www.goodrx.com/vayarol,Vayarol,,,Medical Foods,brand,60 capsules of Vayarol 1000mg
,1996,drug_info,drug_info,1996,http://www.goodrx.com/epanova,Epanova,,,Omega-3 Fatty Acids,,30 capsules of Epanova 1g
,1997,drug_info,drug_info,1997,http://www.goodrx.com/cosentyx,Cosentyx,,(secukinumab),Interleukin Antagonists,,4 cartons
,1998,drug_info,drug_info,1998,http://www.goodrx.com/clozapine,clozapine,,(Clozaril),Atypical Antipsychotics,generic,90 tablets of clozapine 100mg
,1999,drug_info,drug_info,1999,http://www.goodrx.com/clozaril,Clozaril,,(clozapine),Atypical Antipsychotics,generic,90 tablets of clozapine 100mg
,2000,drug_info,drug_info,2000,http://www.goodrx.com/thorazine,,,(chlorpromazine),Typical Antipsychotics,generic,60 tablets of chlorpromazine 25mg
,2001,drug_info,drug_info,2001,http://www.goodrx.com/atarax,,,(hydroxyzine hydrochloride),Antihistamines,,150 ml 10mg/5ml of hydroxyzine hydrochloride syrup
,2002,drug_info,drug_info,2002,http://www.goodrx.com/navane,Navane,,(thiothixene),Typical Antipsychotics,generic,30 capsules of thiothixene 5mg
,2003,drug_info,drug_info,2003,http://www.goodrx.com/invega,Invega,,,Atypical Antipsychotics,brand,30 tablets of Invega 6mg
,2004,drug_info,drug_info,2004,http://www.goodrx.com/loxitane,,,(loxapine),Typical Antipsychotics,generic,60 capsules of loxapine 10mg
,2005,drug_info,drug_info,2005,http://www.goodrx.com/thiothixene,thiothixene,,(Navane),Typical Antipsychotics,generic,30 capsules of thiothixene 5mg
,2006,drug_info,drug_info,2006,http://www.goodrx.com/glyxambi,Glyxambi,,(empagliflozin and linagliptin),SGLT2 Inhibitor / Gliptin Combinations,brand,30 tablets of Glyxambi 25mg/5mg
,2007,drug_info,drug_info,2007,http://www.goodrx.com/invokamet,Invokamet,,(canagliflozin and metformin),SGLT2 Inhibitor / Biguanide Combinations,brand,60 tablets of Invokamet 150mg/1000mg
,2008,drug_info,drug_info,2008,http://www.goodrx.com/keveyis,Keveyis,,(dichlorphenamide),Carbonic Anhydrase Inhibitors,brand,30 tablets of Keveyis 50mg
,2009,drug_info,drug_info,2009,http://www.goodrx.com/loxapine,loxapine,,(Loxitane),Typical Antipsychotics,generic,60 capsules of loxapine 10mg
,2010,drug_info,drug_info,2010,http://www.goodrx.com/zolpimist,Zolpimist,,,GABA Agonists,,1 bottle
,2011,drug_info,drug_info,2011,http://www.goodrx.com/farxiga,Farxiga,,(dapagliflozin),SGLT2 Inhibitors,brand,30 tablets of Farxiga 10mg
,2012,drug_info,drug_info,2012,http://www.goodrx.com/sivextro,Sivextro,,(tedizolid),Oxazolidinone Antibiotics,brand,6 tablets of Sivextro 200mg
,2013,drug_info,drug_info,2013,http://www.goodrx.com/dalvance,Dalvance,,(dalbavancin),Glycopeptide Antibiotics,brand,1 vial of Dalvance 500mg
,2014,drug_info,drug_info,2014,http://www.goodrx.com/neosporin,Neosporin,,,Aminoglycoside / Polypeptide Antibiotic Combinations,,
,2015,drug_info,drug_info,2015,http://www.goodrx.com/veltin,Veltin,,,Retinoid / Lincosamide Antibiotic Combinations,,1 tube
,2016,drug_info,drug_info,2016,http://www.goodrx.com/ziana,Ziana,,,Retinoid / Lincosamide Antibiotic Combinations,,1 tube
,2017,drug_info,drug_info,2017,http://www.goodrx.com/brintellix,Brintellix,,(vortioxetine),Atypical Antidepressants,brand,30 tablets of Brintellix 20mg
,2018,drug_info,drug_info,2018,http://www.goodrx.com/grastek,Grastek,,,Allergen Immunotherapies,,1 dose pack
,2019,drug_info,drug_info,2019,http://www.goodrx.com/oralair,Oralair,,,Allergen Immunotherapies,,1 dose pack
,2020,drug_info,drug_info,2020,http://www.goodrx.com/ragwitek,Ragwitek,,,Allergen Immunotherapies,,1 dose pack
,2021,drug_info,drug_info,2021,http://www.goodrx.com/eylea,Eylea,,(aflibercept),VEGF Antibodies,brand,1 vial
,2022,drug_info,drug_info,2022,http://www.goodrx.com/macugen,Macugen,,(pegaptanib),VEGF Antibodies,,1 syringe
,2023,drug_info,drug_info,2023,http://www.goodrx.com/relistor,Relistor,,(methlnaltrexone),Opioid Antagonists,brand,4 vials
,2024,drug_info,drug_info,2024,http://www.goodrx.com/serzone,,,(nefazodone),Atypical Antidepressants,generic,60 tablets of nefazodone 200mg
,2025,drug_info,drug_info,2025,http://www.goodrx.com/lucentis,Lucentis,,(ranibizumab),VEGF Antibodies,brand,1 vial
,2026,drug_info,drug_info,2026,http://www.goodrx.com/tanzeum,Tanzeum,,(albiglutide),GLP-1 Agonists,brand,4 syringes of Tanzeum 30mg
,2027,drug_info,drug_info,2027,http://www.goodrx.com/pancreaze,Pancreaze,,,Enzyme Replacement Therapies,,90 capsules of Pancreaze 21000 units
,2028,drug_info,drug_info,2028,http://www.goodrx.com/ultresa,Ultresa,,,Enzyme Replacement Therapies,,90 capsules of Ultresa 20700 units
,2029,drug_info,drug_info,2029,http://www.goodrx.com/incivek,,,(telaprevir),,brand,30 tablets of Incivek 375mg
,2030,drug_info,drug_info,2030,http://www.goodrx.com/pertzye,Pertzye,,,Enzyme Replacement Therapies,,180 capsules of Pertzye 16000 units
,2031,drug_info,drug_info,2031,http://www.goodrx.com/pertzye,Pertzye,,,Enzyme Replacement Therapies,,180 capsules of Pertzye 16000 units
,2032,drug_info,drug_info,2032,http://www.goodrx.com/duexis,Duexis,,(ibuprofen and famotidine),NSAID / Histamine-2 Antagonist Combinations,brand,90 tablets of Duexis 800mg/26.6mg
,2033,drug_info,drug_info,2033,http://www.goodrx.com/rezira,Rezira,,,Opioid / Sudafed Combinations,,180 ml 5mg/60mg/5ml of Rezira oral solution
,2034,drug_info,drug_info,2034,http://www.goodrx.com/rezira,Rezira,,,Opioid / Sudafed Combinations,,180 ml 5mg/60mg/5ml of Rezira oral solution
,2035,drug_info,drug_info,2035,http://www.goodrx.com/halflytely-and-bisacodyl,Halflytely And Bisacodyl,,,Osmotic / Stimulant Laxative Combinations,brand,1 kit
,2036,drug_info,drug_info,2036,http://www.goodrx.com/azo,Azo,,,Urinary Analgesics,,
,2037,drug_info,drug_info,2037,http://www.goodrx.com/zenpep,Zenpep,,(pancrelipase),Enzyme Replacement Therapies,,90 capsules of pancrelipase 5000 units
,2038,drug_info,drug_info,2038,http://www.goodrx.com/pancrelipase,pancrelipase,,(Zenpep),Enzyme Replacement Therapies,,90 capsules of pancrelipase 5000 units
,2039,drug_info,drug_info,2039,http://www.goodrx.com/viokace,Viokace,,,Enzyme Replacement Therapies,,100 tablets of Viokace 20880 units
,2040,drug_info,drug_info,2040,http://www.goodrx.com/creon,Creon,,,Enzyme Replacement Therapies,,90 capsules of Creon 24000 units
,2041,drug_info,drug_info,2041,http://www.goodrx.com/aquoral,Aquoral,,,Medical Supplies and Devices,,1 bottle of Aquoral 40ml spray
,2042,drug_info,drug_info,2042,http://www.goodrx.com/prochamber,Prochamber,,,Medical Supplies and Devices,,1 spacer of Prochamber
,2043,drug_info,drug_info,2043,http://www.goodrx.com/primabella,Primabella,,,Medical Supplies and Devices,,1 device of Primabella
,2044,drug_info,drug_info,2044,http://www.goodrx.com/easivent,Easivent,,,Medical Supplies and Devices,,1 spacer of Easivent
,2045,drug_info,drug_info,2045,http://www.goodrx.com/neutrasal,Neutrasal,,,Medical Supplies and Devices,,10 cartons of Neutrasal 30 packets
,2046,drug_info,drug_info,2046,http://www.goodrx.com/seasonique,Seasonique,,(daysee ashlyna amethia camrese),Estrogen / Progestin Combinations,,1 package of camrese 91 tablets
,2047,drug_info,drug_info,2047,http://www.goodrx.com/camrese,camrese,daysee,(Seasonique),Estrogen / Progestin Combinations,,1 package of camrese 91 tablets
,2048,drug_info,drug_info,2048,http://www.goodrx.com/daysee,daysee,ashlyna,(Seasonique),Estrogen / Progestin Combinations,,1 package of daysee 91 tablets
,2049,drug_info,drug_info,2049,http://www.goodrx.com/amethia,amethia,daysee,(Seasonique),Estrogen / Progestin Combinations,,1 package of amethia 91 tablets
,2050,drug_info,drug_info,2050,http://www.goodrx.com/senna,sennosides,,(Ex-Lax),Stimulant Laxatives,,
,2051,drug_info,drug_info,2051,http://www.goodrx.com/sennosides,sennosides,,(Ex-Lax),Stimulant Laxatives,,
,2052,drug_info,drug_info,2052,http://www.goodrx.com/glycolax,Glycolax,Miralax,(polyethylene glycol 3350 non-prescription),Osmotic Laxatives,,
,2053,drug_info,drug_info,2053,http://www.goodrx.com/dyrenium,Dyrenium,,,Potassium-Sparing Diuretics,brand,30 capsules of Dyrenium 50mg
,2054,drug_info,drug_info,2054,http://www.goodrx.com/alamast,Alamast,,(pemirolast),Mast Cell Stabilizers,,1 eye dropper
,2055,drug_info,drug_info,2055,http://www.goodrx.com/alocril,Alocril,,(nedocromil),Mast Cell Stabilizers,,1 eye dropper
,2056,drug_info,drug_info,2056,http://www.goodrx.com/xulane,xulane,,(Ortho Evra),Estrogen / Progestin Combinations,generic,1 package
,2057,drug_info,drug_info,2057,http://www.goodrx.com/evoxac,Evoxac,,(cevimeline),Cholinergic Agonists,generic,90 capsules of cevimeline 30mg
,2058,drug_info,drug_info,2058,http://www.goodrx.com/salagen,Salagen,,(pilocarpine),Cholinergic Agonists,generic,90 tablets of pilocarpine 5mg
,2059,drug_info,drug_info,2059,http://www.goodrx.com/ashlyna,ashlyna,daysee,(Seasonique),Estrogen / Progestin Combinations,,1 package of ashlyna 91 tablets
,2060,drug_info,drug_info,2060,http://www.goodrx.com/cevimeline,cevimeline,,(Evoxac),Cholinergic Agonists,generic,90 capsules of cevimeline 30mg
,2061,drug_info,drug_info,2061,http://www.goodrx.com/pilocarpine,pilocarpine,,(Isopto Carpine Salagen),Cholinergic Agonists,generic,90 tablets of pilocarpine 5mg
,2062,drug_info,drug_info,2062,http://www.goodrx.com/duac,Duac,Neuac,(clindamycin / benzoyl peroxide),Lincosamide / Macrolide Antibiotic Combinations,,1 tube
,2063,drug_info,drug_info,2063,http://www.goodrx.com/acanya,Acanya,,,Lincosamide / Macrolide Antibiotic Combinations,,1 gel pump
,2064,drug_info,drug_info,2064,http://www.goodrx.com/neuac,Neuac,Duac,(clindamycin / benzoyl peroxide),Lincosamide / Macrolide Antibiotic Combinations,,1 tube
,2065,drug_info,drug_info,2065,http://www.goodrx.com/feosol,Feosol,,,Iron Supplements,,
,2066,drug_info,drug_info,2066,http://www.goodrx.com/thioridazine,thioridazine,,(Mellaril),Typical Antipsychotics,generic,30 tablets of thioridazine 25mg
,2067,drug_info,drug_info,2067,http://www.goodrx.com/tetrabenazine,tetrabenazine,,(Xenazine),VMAT Inhibitors,generic,70 tablets of tetrabenazine 12.5mg
,2068,drug_info,drug_info,2068,http://www.goodrx.com/injectafer,Injectafer,,(ferric carboxymaltose),Iron Supplements,brand,1 vial
,2069,drug_info,drug_info,2069,http://www.goodrx.com/ferrlecit,Ferrlecit,,,Iron Supplements,brand,1 vial
,2070,drug_info,drug_info,2070,http://www.goodrx.com/xenazine,Xenazine,,(tetrabenazine),VMAT Inhibitors,generic,70 tablets of tetrabenazine 12.5mg
,2071,drug_info,drug_info,2071,http://www.goodrx.com/carbatrol,Carbatrol,,(carbamazepine ER),Anti-epileptics,generic,60 capsules of carbamazepine ER 300mg
,2072,drug_info,drug_info,2072,http://www.goodrx.com/fioricet,Fioricet,,(butalbital / acetaminophen / caffeine),Barbiturate / Acetaminophen Combinations,generic,30 capsules of butalbital / acetaminophen / caffeine 50mg/300mg/40mg
,2073,drug_info,drug_info,2073,http://www.goodrx.com/zebutal,Zebutal,,(butalbital / acetaminophen / caffeine),Barbiturate / Acetaminophen Combinations,generic,30 capsules of butalbital / acetaminophen / caffeine 50mg/300mg/40mg
,2074,drug_info,drug_info,2074,http://www.goodrx.com/fiorinal,Fiorinal,,(butalbital / aspirin / caffeine),Barbiturate / NSAID Combinations,generic,90 tablets of butalbital / aspirin / caffeine 50mg/325mg/40mg
,2075,drug_info,drug_info,2075,http://www.goodrx.com/marten,,,(butalbital / acetaminophen),Barbiturate / Acetaminophen Combinations,generic,120 tablets of butalbital / acetaminophen 50mg/325mg
,2076,drug_info,drug_info,2076,http://www.goodrx.com/bupap,Bupap,,,Barbiturate / Acetaminophen Combinations,brand,60 tablets of Bupap 50mg/300mg
,2077,drug_info,drug_info,2077,http://www.goodrx.com/prodrin,Prodrin,,(isometheptene caffeine and acetaminophen),Sympathomimetc / Acetaminophen Combinations,brand,30 tablets of Prodrin 65mg/20mg/325mg
